,Chat_msg,sentiment,sent
9878, ,0,
9879,thank you,1,
9880,for me,0,
9881,hello,0,
9882,untill u reieceve good hands,0,
9883,helo mod sir,0,
9884,really,0,
9885,long time hold,0,
9886,hey we are waiting to recieve the list of winners,1,
9887,welcome guys check  and ,1,
9888,very strong bohemia,1,
9889,hold and read oppenitnt,0,
9890,hello,0,
9891,helloo,0,
9892,ask in ,0,
9893,poker is just simple game,0,
9894,gm,0,
9895,what i don t know anything,-1,
9896,hello everyone,0,
9897,guys i just won wl from jellyesports do they guys need to give you the names or do we open a ticket sorry to be a pain don t want to miss out,0,
9898,gm,0,
9899,simple rule,0,
9900,just stand untill u got top from ,0,
9902,welcome check  and ,0,
9903,can you teach me how to play poker,0,
9904,hi,0,
9905,hey,0,
9906,role check,0,
9907,today evening on the poker i will always all in if i receive  ,1,
9908,yup,0,
9909,really bro,0,
9910,about to post a giveaway with halo labs,0,
9911,halo labs ,0,
9913,woopwoop,-1,
9914,woop woop,0,
9915,for sure,0,
9916,halo,0,
9917,woop,0,
9918,what projects you looking for,0,
9919,bluechip sir,0,
9920,blue chips bro,0,
9921,doing my regular stuff hunting some wl spots,0,
9922,really you made profit man,0,
9923,doing alright thanks vacation times ahead cannot complain  hbu,1,
9924,flush it,0,
9925,i was made not good investment for untill i got  bohemia,-1,
9926,how you al doing,0,
9927,yo guys,0,
9928,yo,0,
9929,ooh yes dont forget about it,1,
9930,full house,0,
9931,im alright not that good but i know how to play  ,1,
9932,with    hehe,1,
9933,  no way,-1,
9934,i was won  usd,0,
9935,good luck bro  ,1,
9936,ye,0,
9937, bro tonight,0,
9938,oh  pm utc,0,
9939,yeah bro,0,
9940,gm,0,
9941,when is it though i forgot,0,
9942,goodmorning,1,
9943,gm,0,
9944,don t forget when it starts set a alarm,0,
9945,gm,0,
9946,welcome check  and ,0,
9947,hello everyone,0,
9948,oh fk almost forgot about poker,-1,
9949,you play poker ,0,
9950,i mean skill bro,0,
9951,how about ur poker ,0,
9952,yes we have poker later on  ,0,
9953,if i have some time i will  ,1,
9954,hello,0,
9955,yes but i don t know poker,0,
9956,hello,0,
9959,today we have game,0,
9960,yes bro  do you plan any game ,0,
9961,try to learn qbit thing,0,
9962,ooooh i dont understand much but i get a little bit,-1,
9963,qbits aire  times better than our ,1,
9964,lets go,0,
9965,now we r running  or ,0,
9966,it the about quantium qbits bro,0,
9967,but now we r here should dicuss about againt quantium computers,0,
9968,yes all fun and games,1,
9969,whats the security of blockchains are people hacking or something,-1,
9970,of course nft is on greed,-1,
9971,yes those carefree and lovely days,1,
9972,for bitcoin  qubits  minutes,0,
9973,yes crazy looking art,1,
9974,what is that is it hard,0,
9975,ofcourse  ,0,
9976,hey,0,
9977,our company develops the security protocols which is crypto will against the qbits,0,
9978,new sneak peeks are impressive,1,
9979,for example quantium computing,0,
9980,now times there r some security threathens to block chain bro,0,
9981,all good fam you,1,
9982,but i miss my childhood school days,-1,
9983,what s news today anything good,1,
9984,damnn sounds amazing,1,
9985,what is that ,0,
9986, ,0,
9987,ok,0,
9988,im blockchain security proffessional,0,
9989,we both are young sir,0,
9990,damn youre young,-1,
9991,first one from mongolia bro,0,
9992,oooh nice u have work in real life or you full time here,1,
9994,TRUE,0,
9995,are you from india bro,0,
9996,we need remove covid  years from life  ,-1,
9997,same i am going to be  in  months,0,
9998,middle ,0,
9999,yes fam,0,
10000,late  and u,0,
10001,yes moon soon  cant wait for ,1,
10002,how old r u bro,0,
10003,lots of good things to come  ,1,
10005,good morning,1,
10007,gm,0,
10008,i cheked evrything bro,0,
10009,woop,0,
10010,oh yes lets gooo,1,
10011,yeah that is why i will become nft millioare f,0,
10012,hahhaah no one else,0,
10013,theyll get back to you asap,0,
10014,then you settled  ,0,
10015,yes i did,0,
10016,im always here,1,
10017,who won is   please read,0,
10018,alright gotchu kindly open up a ticket again and send the proof a mod will attend ya,0,
10019,good night,1,
10020,bro idont desapper,0,
10022,gn all,0,
10023,gm,0,
10025,gm all,0,
10026,welocome,0,
10027,the fonder of pakita told me that,0,
10029,it was a  mistake,-1,
10030,i opened  tickets,0,
10031,u can check my tickets,0,
10032,waiting for u,0,
10033,im always here,1,
10034,here,0,
10035,can i send u screen,0,
10036,hey fam you keep writing it everyday but everytime i ask you what they answered you in the ticket you disappear  ,-1,
10037,be patient,0,
10039,congrats,1,
10040,and didnt got my spot,-1,
10041,and sent u proof the day of my win,0,
10042,i have won a giveaway,1,
10043, bro im from pakita,0,
10044,my  cats running ont the keyboard,0,
10045,see,0,
10046,if someone from mongolia click the     button   haha,0,
10047,lets go,0,
10048,gm,0,
10049,i dont have nft,0,
10050,yo,0,
10051,thanks matey hard work paying offhaha,1,
10052,how about times zones guys,0,
10053,nothing to say,0,
10054,soo sad,-1,
10055,yeah just for local country and they dont have knowledge to access global one,-1,
10056,hello  ,0,
10057,what do u mean by local mongolian nft projects,0,
10058,fking noobs,-1,
10059,hi,0,
10060,they getting local nfts,0,
10061,gm fam nice role u got there  ,1,
10062,gm folks,0,
10063,whats up fam,0,
10064,goos,-1,
10065,nft not that famous there,0,
10066,hahhaa oh really,0,
10067,haha,1,
10068,noobs,0,
10069,still no one considering about nft,0,
10070,who is preium boho,0,
10071,first one to what,0,
10072,in from country im first one,0,
10073,damn hows mongolia,-1,
10074,from mongolia,0,
10075,im from philippines   and u,0,
10076,irl where u from hehe,0,
10077,what you mean   ,0,
10078,those sneakpeeks as well are trippy,0,
10079,where u from bro we in gates,0,
10080,hahaha we will see how it goes few more days,0,
10081,me to bro,0,
10082,fab guys hehe,1,
10083,it is easy to prouence fab right,1,
10084,im excited,1,
10085, ,0,
10086,im really believing to got blue chip from fab,1,
10088,woop woop,0,
10089,thanks again,1,
10090,all good g will do now,1,
10091,sorry for the wrong info,-1,
10092,in that case you need to submit the wallet,0,
10093,dw fam no troubles at all actually i see you received the talisman master ii role,1,
10094,haha got my role xd,1,
10095,wait i did i cant even rememeber submittin haha sorry for the trouble g,-1,
10096,ooh,0,
10097, ,0,
10098,sup  ,0,
10099,hello fam,0,
10100,hi,0,
10101,hey fam some roles are still being given out i believe also you already submitted the wallet in the dyno form so you dont need to worry about it,0,
10102,keep active and work,1,
10103,hey fam read wallet submission closes tom won wl from zvk raffle just wanted to know when ill get the role so i can submit wallet  ,0,
10104,sir your toda plan,0,
10105,i am back,1,
10106,woopwoop,-1,
10107,my g    ,0,
10108,welcome everyone,1,
10109,gm,0,
10110, ,0,
10111,helo,0,
10112, ,0,
10113,hollw,0,
10114,all are just insane and beyond this world,-1,
10115,majestic and fabulous  ,1,
10116,welcome check  and ,0,
10117,good day chief,1,
10118,hi,0,
10119,good day,1,
10120,maybe   ,0,
10122,did you mean ,0,
10123,what,0,
10125, ,0,
10127,woop,0,
10128,gm,0,
10129,anytime mate,0,
10130,woop,0,
10131,good to hear,1,
10132,good bro  vibing here,1,
10133,thanks for all the help mate,1,
10134,how are you bro,0,
10135,good morning bro,1,
10137,good morning,1,
10138,youll receive the talisman on that wallet,0,
10139,no need to actually as long as your guru was staked during the snapshot you good,0,
10140,great bro  welcome,1,
10141,nikhil another indian haha hi man just chilling,0,
10143,woopwoop,-1,
10144,hows everyone doing,0,
10146,thanks for the heads up mate how do i get my wallet in for the fabulosa mint,1,
10147,yes bro thx  i believe in team,1,
10148,i also want to mint man hope to get wl hopufully,0,
10149,haha i will be minting fabulosa in monsoon hopefully,1,
10150,no worries bro   glad to fixed it,1,
10151,gm,0,
10152,hello welcome fam,1,
10155,yes waiting for monsoon,1,
10156,thanks,0,
10157, of july,0,
10158,hopefully,1,
10159,shortly after youll get the role,0,
10160,minting want today,0,
10161,yeah indeed he answers to almost all i wonder how he does that,0,
10162,hey fam to get your guru master role you need to go on matrica open your guru nft and press refresh,0,
10163,my phone showing rain tomorrow,0,
10164,im sorry fam max always answer dms even if he has an insane load that was weird indeed,-1,
10165,cloudy i guess but no rain lol,0,
10166,im a guru master how is it not reflecting on my discord info,0,
10167,ok,0,
10168,thank you,1,
10169,check out our latest  and  and ,0,
10170,what kind of weather there,0,
10171,yeah i saw no it is a fake   that s very bad cause i was hyped for getting some wl spots for talisman like get rugged dao,-1,
10172,thank you,1,
10173,welcome fam,1,
10174,i am new here,0,
10175,hi welcome,1,
10176,guys,0,
10177,hi fam not much just chilling around,0,
10178,hello,0,
10179,hey bro  sup,0,
10180,alright,0,
10181,hahaha he didn t receive the role just sent him the template and no response since  days,-1,
10182,gm,0,
10183,hi gm fam,0,
10184,no no no worries  ,1,
10185,pretty sure thats a fake there was an exploit not long ago to have the same id and same name as the original,-1,
10186,brooooo you could have given to me,0,
10187,it s no problem i just exchanged wl spots  ,1,
10188,did you do some transaction,0,
10189,oh no man,-1,
10190,name is completely the same wtf,-1,
10191,uh oh bro,0,
10192,that s very strange,-1,
10193, i wrote with  ,0,
10194,gm everyone,0,
10195,or  other account scammed me,-1,
10196,do you have  accounts,0,
10197,hello team please check   ,0,
10198,hello egrob how is it going,0,
10199,hi,0,
10200,hi guys how is the friday going fam,0,
10201,lfg,0,
10202,just checked and we have no chat history   send friend request,0,
10203,new,0,
10204,hi,0,
10205,hi,0,
10206,hey,0,
10207,yo,0,
10208,hi woopp ,0,
10210,great day few more hours and then im on leave,1,
10211,hi wooppp,0,
10212,hey everyone  ,0,
10213,hey,0,
10214,hello,0,
10215,then i gave wl spots but not received any for that although it was agreed,0,
10216,but would be very bad when i am not getting an answer until your mint happens i agreed in giving wl spots for my project in exchange for wl spots for talisman he already raffled spots for my project here,-1,
10217,i know but nothing much can be done he has lots of things on his head right now,-1,
10219,i understand that he is busy but should i wait for an answer until  when your mint already happen that s not the right decision in my opinion ,-1,
10220,but your mint is getting closer and closer and i am waiting for  days now,1,
10221,okay yeah it was max  ,0,
10222,if he agreed then hes the one you need to talk with if its max hes very very busy lately,0,
10223,i already agreed with someone from your team not answering anymore haha,0,
10224,hi welcome fam,1,
10225,from my knowledge we are not doing any more colabs  ,0,
10226,  i am collab manager and wanted to ask if you are maybe interested in a collab for some talisman wl spots,0,
10227,the sneak peek is absolutely beautiful  ,1,
10228,did you submit your wallet ,0,
10230,woopwoop,-1,
10231,thank you   ,1,
10232,welcome,1,
10234,hi from sac,0,
10235,hello,0,
10236,hii,0,
10237,yes,0,
10238,thanks velingher,0,
10239,airdrop will start tonight,0,
10240,do i still get airdrop,0,
10241,talisman ii is mostly for eth daos,0,
10242,nothing relevant just organisational purposes,0,
10243,gm,0,
10244,what s the difference in talisman master and master ,0,
10245,hello,0,
10246,hi,0,
10247,there ya go another chance to get wl  ,0,
10249,lfg,0,
10250,gm,0,
10251,you are not answering anymore,-1,
10252, what about our collab in dm,0,
10253, ,0,
10254,hey,0,
10255,gm,0,
10256,enter like  raffles for each dao and bot don t like my name     ,-1,
10258,then i guess i have to believe in magic more now,0,
10259, yo,0,
10260,hello from project whitelist,0,
10261,gm,0,
10262,hi  fam,0,
10263,good afternoon guys hope everyone is doing good today,1,
10264,but hang around there might still be some spots left,0,
10265,if u didnt enter a raffle from another dao it is hard at this point,-1,
10266,hello,0,
10267,open might get a chance to wl vibe here only sar,0,
10268,yes sir let me know if it is opned,0,
10269,gm,0,
10270,is wl still open,0,
10271,hi just joined,0,
10272,  ,0,
10273,yoyoyo,0,
10274,gn,0,
10275, ,0,
10276,will find out soon enough,0,
10277,still not wl do i still believe in magic,0,
10279,hello,0,
10280,exvited for it thougj,1,
10281,poker tonight,0,
10282,hi,0,
10284,i very minted be happy,1,
10285,hello,0,
10286,hi,0,
10287,hello everyone,0,
10288, ,0,
10289,im hypeddd,1,
10290,we know how much will be the mp,0,
10291,how it is going guys ,0,
10292,very good bro,1,
10293,gm,0,
10294,all good and you,1,
10295,hey  ,0,
10296,how are u fam,0,
10297,hello fam,0,
10298,gm,0,
10299,sup guys,0,
10300,hi,0,
10301,hi,0,
10302,yo,0,
10303,from the seanft,0,
10304,hiii,0,
10306,nice,1,
10307,gm buds,0,
10309,gm,0,
10310,thanks fam,1,
10311,yes,0,
10312,for talisman master role  july will airdropped mean token will be drop to registered wallet so it is token mint,0,
10314,gm peeps,0,
10315,hi,0,
10316,hi,0,
10317, place is free mint then for other placers are wl and some woop  ,0,
10319,yes you are good to go  ,1,
10320,yeee,1,
10321,yo,0,
10322,not too bad ty woke up not long ago ahah,1,
10323,great thanks what about u,1,
10324,sup,0,
10326,whatsp everyone,0,
10327,sup,0,
10328,gm,0,
10329,hi,0,
10330,alright waiting for the big day  ,1,
10331,yes you are ,1,
10332,aight cheers,1,
10333,sir whitlist  left,0,
10334,hello my wallet is in the talisman master wallet summary am i good to go ,1,
10335,winner free mint or whitlist,0,
10336,hiii,0,
10337,nice thanks,1,
10338,just watch out for the time link will be posted here  mins before the poker game check ,0,
10339,where can i submit for pokertoernooi,0,
10340,hey guys,0,
10342,gm,0,
10343,woopwoop fam  ,-1,
10344,super stay active,1,
10345,love it  thanks again,1,
10346,try to open up a ticket fam,0,
10347,super   i am hold long time,0,
10348,but whitlist spot,0,
10349,yes yes,1,
10350,just keep em staking and the team will airdrop it to your staking wallet  ,0,
10351,not sir i am mint  and long  time hold future profit pllz,0,
10352,hello,0,
10353,you dont need to beg for it if it will come it will come if not always second market is always a second option  ,0,
10354,excellent i was getting so confused with all this announcements do we have to do anything or just sit back and wait ,0,
10355,gm,0,
10356,hi,0,
10357,not yet fam  ,0,
10358,but sir i am mint and long time hold,0,
10359,bohemia powerful project,1,
10361,hi guys have the talismans for the guru masters been airdropped already,0,
10362,sir i active  hour and wl done and everyone help,0,
10363,you nft holder,0,
10364,sorry sir,-1,
10365, hi sorry its jikan,-1,
10366,yoooo just win wl from gib away you guys make my day,1,
10367, ,0,
10368,whats up fam,0,
10369,talk to other members as well not just the mods make genuine conversation and dont spam wen wen wen   goodluck,1,
10370,hi,0,
10371,gm fam  ,0,
10372,i am active plzz seen,1,
10373,i agree  they should be like pablo picasso of our time ,1,
10374,helo,0,
10375,yo yo,0,
10376,yo,0,
10377,sup,0,
10378,wish i had half of that  ,0,
10379,yeah gringo talent is unreal,1,
10380,i watched   and i saw all the art to be honest that is very very very very nice art you guys really have big imagination,1,
10381,gm,0,
10382,ok sorry but i am everyone helping and always active plzz you seen,1,
10383,i cant assign wls fam,-1,
10385,gm coffee,0,
10386,gm bro,0,
10387,wl plzz i am active always,1,
10388,gm everyone,0,
10391,woopwoop,-1,
10392,hope that ill get it soon,1,
10393,thanks sir for supporting,1,
10394,i love them fam,1,
10395,sir i uploaded my all fan arts which i made till now  please rate them in ,0,
10396,i think we nearly full but maybe theyll notice your   ,0,
10397,community aide,0,
10398,you mod,0,
10399,made  arts but still cant see talisman master on my profile    ,-1,
10401,sure,0,
10402,let me send the ss,0,
10403,as far as i know winners from moonly where already selected,0,
10404,moonly sir,0,
10405,hi,0,
10406,from which dao fam,0,
10407,won wl from moonly how do i claim sir,0,
10408,i am trying hard,0,
10409,oh okay     ,0,
10410,sir please check my all fan arts in   pls,0,
10411,since you got a guru master youll receive the airdrop directly,0,
10412,thats only for those that won wl from another dao,0,
10413,you dont need to,0,
10414,test,0,
10415,where do i find the form to send my wallet,0,
10416,hey sir you are founder of rocketbois near,0,
10417,yes,0,
10418,hi fam,0,
10419,helo talisman master,0,
10420,is wl still open,0,
10421,ok sir thanks,1,
10422,thanks a lot,1,
10423,you guys are genuinely lucky,1,
10424,congrats talismans,1,
10425,got it,0,
10426,oh ok,0,
10427,there was supposed to be a channel where we need to fill a form,0,
10428,also they need to submit their wallets while u dont cuz u already did in the dyno form,0,
10429,same thing but mostly people from eth projects,0,
10430,talisman ii ,0,
10431,talisman master  wl for fabulosa,0,
10432,can u pls explain roles,0,
10433,hey sup,0,
10434,gm everyone,0,
10435,gm,0,
10436,gm,0,
10438,gm fam,0,
10439,gm,0,
10440,hi,0,
10441,hi guys,0,
10443,i know my luck ,0,
10444,gm,0,
10445,you joined a raffle from a dao,0,
10446,i m okey if i get wl  ,0,
10447,you,0,
10448,not too bad ty,1,
10449,how are you doing buddy,0,
10450,h,0,
10451,hey  ,0,
10452,yeah for sure,0,
10453,hi,0,
10454, ,0,
10455,ok i can do burners right for minting,1,
10456,be sure to submit it correctly because you won t be able to check it,0,
10457,ooh ok,0,
10458,you have wl and since you have talisman master ii role you need to submit the wallet,0,
10459,settling the child before dinner,0,
10460,lol just finish work,0,
10461,all good just woke up ahaha and you,1,
10462,test,0,
10463,trying to understand my role,0,
10464,loving yo be here wassup,0,
10466,hi all,0,
10468,hello,0,
10469,hi,0,
10470,good morning sir,1,
10471,yes bro i am doing my best,1,
10473,awesome keep at it   ,1,
10474,woop  ,0,
10475,yeah during this weekend,0,
10476, ,0,
10477,hello mate,0,
10478,itll start from tomorrow for talisman master,0,
10479,hi,0,
10481,woopwoop,-1,
10482,very good bro waiting for ,1,
10483,hey how are you doing,0,
10484, wen token distribution,0,
10485,hey bro,0,
10486,found it thx,1,
10487,good morning,1,
10488,you already did when you filled the form buddy,0,
10489,gm,0,
10490,how can i summit wallet,0,
10491,jz got my role ytd,0,
10492,good morning bro,1,
10493,gm,0,
10494,can i still get wl,0,
10495,its all in   ,0,
10497,suppp wooop woooop,0,
10498,it s a role bro talisman master,0,
10499,what you mean,0,
10500,any news guys,0,
10501,whats good,1,
10502,theres no specific color its only a role ,0,
10503,sup,0,
10504,yoo,0,
10505,whitlist colors,0,
10506,please fam,0,
10507,so i can do the ritual,0,
10508,can someone send me  woop please,0,
10509,hi guyss,0,
10510,all ready chek sir,0,
10512,gm,0,
10513,please see   ,0,
10514,sir i am always active and everyone time but you not notice and seen why problem,0,
10515,good,1,
10516,all good just making up some lunch,1,
10517,helo sir  how are you,0,
10518,i am fine just making new fan art for fabulosa is wl still open,1,
10519,hello ,0,
10520,hello,0,
10522,woopwoop,-1,
10524,yo,0,
10525,gm,0,
10526,i am soon wl be happy,1,
10527,stay active teem,0,
10528,mostly if i can ,0,
10529,chilling how you doing,0,
10530,supp,0,
10531,hello,0,
10532,hi,0,
10533,sir you any time online,0,
10534,hyped hyped bohemia,0,
10535,thanks bhai,0,
10538,gm,0,
10539,how is everyone doing,0,
10540,gm sers,0,
10541,thanks fam,1,
10542, if im not mistaken ,0,
10543,cool thanks g,1,
10544,but if it s not okk,-1,
10545,i think if someone has more woop does not utilize can give me,0,
10546,how much is it,0,
10547, you can buy some fam,0,
10548,please,0,
10549,so i can do the ritual,0,
10550,guys some one can send me  woop,0,
10551,ok thanks,1,
10552,u just check it  if you found it then youre good to go,1,
10553,so where do i verify it or it is already verified,0,
10554,hi,0,
10555,my wallet is in the list that you guys announced but it also says there is deadline to verify wallet till  of july,0,
10556,im postive,0,
10557,no guarantee but some chances yes,0,
10558,its already done ig check ,0,
10559,whats up,0,
10560,we will add your roles soon ,0,
10561,does art help in getting wl,0,
10562,yo i have a question,0,
10563,it was a raffle,0,
10564,zvk got the ss too ,0,
10565,we already got it through the form you filled up check  for wallet checking,0,
10566,wen wallet submissiob,0,
10567,gm fam,0,
10568,gm,0,
10569,where did u won it,0,
10570,suo,0,
10571,got mine in the list,0,
10572, congratulations to the part ,1,
10574,how do i claim it ,0,
10575,hey g won wl for bohemian tailsman,0,
10576,hello everyone,0,
10577,heya,0,
10578,hows everyone doing,0,
10579,woop,0,
10580,no worries fam ,1,
10581,hi,0,
10582,woww wooop wooop thanks fam     ,1,
10583,hello  ,0,
10584,hello guys,0,
10585,hello guys,0,
10586,thanks,0,
10587,popo,0,
10588,control  f on your laptoppc and search your discord name,0,
10589,we already got it through the form you filled up ,0,
10590,gm,0,
10591,how to search in the document,0,
10592,hi,0,
10593,cant wait for the pokee game later,1,
10594,hi fam,0,
10596,woopwoop,-1,
10598,woopwoop,-1,
10599, woopwoop,0,
10600,ok fam,0,
10601,check ,0,
10602,sameee,0,
10603,how to submit wallet fam ,0,
10604,morning fam,1,
10605,hello,0,
10606,gm,0,
10607,my wallet is also on the  ,0,
10608,thank you so much,1,
10609,goodluck and congrats,1,
10610,perfect,1,
10611,yes as this is wl only mint unminted wl will go public,0,
10612,talisman master role,0,
10613,no price yet check ,0,
10614,sir whitlist color,0,
10615, every wallet which is in  those guys having talisman master role will get a guiranteed mint,0,
10616,sir mint price i think,0,
10617,evening right,1,
10618,u ask this yesterday its  ,0,
10620,keep working bohemia,0,
10621,sir i am always plzz chek  time,0,
10622,ongoing gates are tough dam,0,
10623,sir your country time,0,
10624,ok sir thanks very,1,
10625,oh gotcha  yes u can now check your wallet addy,0,
10626, ,0,
10627,keep interacting with others  it will come,1,
10628,stay active always,1,
10629,bohemia   hyped keep working very strong mod all,1,
10630,ah i thought i meant the airdrop hahakewl kewl,0,
10631,sir my favorite color yellow,1,
10632,i meant as checking is my wallet on the list not that i got the airdrop,0,
10633,hahaha not yet for meman im too excited,1,
10634,sir plzz my notice i am always active but you not seen why problem,0,
10635,airdrop hasnt started yet,0,
10636,same my eat wl,0,
10637,its not eating time yet ,0,
10638,helo all plzz active and everyone help,1,
10639,yes checked it its there,0,
10640,u got urs,0,
10641,sir your eat done,0,
10642,gm,0,
10643,gm,0,
10644,gm guys talisman masters check your wallets,0,
10645,hi,0,
10646, ,0,
10647,gm fam,0,
10648,sir plzz  i am always active and everyone help plzz my notice,1,
10649,hi,0,
10650,hi,0,
10652,hi,0,
10653,gm all,0,
10654,gm,0,
10656,hi,0,
10657,ho,0,
10658,thankies meowy,1,
10659,hi,0,
10660,gm,0,
10661,yes staked guru masters taken during the snapshot will get talisman master,0,
10662,those who dont believe in magic will never find it i made it the list thanks man,0,
10663,quick question the people who are staking guru master bohemians get airdropped a key,0,
10664,welcome everyone,1,
10665,gm,0,
10666,omg,0,
10667,hii,0,
10668,hii,0,
10669,morning,0,
10671,morning loves,1,
10672,woop woop   ,0,
10673,hello bohemians,0,
10674,lfg,0,
10675,give the team some time to process it thank you ,1,
10676,just chillin and u,0,
10678,lfg,0,
10679,admi n check ticket pls ,0,
10681,great,1,
10682,how are you fam ,0,
10683,doing gooooood,1,
10684,hws everyone doing ,0,
10685,gm,0,
10686,im doing good and u,1,
10687,gm,0,
10688,fine sir wbu,0,
10689,whats up fam,0,
10690,for what i dont have it,-1,
10691,how is goin on bois,0,
10693,how,0,
10694,dyno form already  has  your wallet,0,
10695,tnx fam cant see the channel where we submit wallet,-1,
10696,colourful,0,
10697,   ,0,
10698,lfg,0,
10700,av,0,
10701,m,0,
10702,fabulosa template for dao do you have it,0,
10703,i am as well ,0,
10704,what template you mean ,0,
10705,hello buddies,0,
10706,hello,0,
10707,wassup guys,0,
10708,morning,0,
10709,good morning guys ,1,
10710,hi here,0,
10711,yoyo,0,
10712,yo,0,
10714,woopwoop,-1,
10715,wassup gang,0,
10716,welcome bro,1,
10717,gm,0,
10718,hello,0,
10719,he is already wl  wishing me good luck,1,
10720,good morning,1,
10721,sure bro,0,
10722,syre bro,0,
10723,good morning all,1,
10724,thx bro  ,1,
10725,wish a good luck soon   ,1,
10726,no yet bro,0,
10727,are you,0,
10728,congratulations,1,
10729,yo fam,0,
10730,yes you are bro,1,
10731,am i whitelisted,0,
10732,yo,0,
10733,yoo,0,
10734,okay thank you  ,1,
10735,your role will be assigned soon if you have won once the team gets yours dao winner list,0,
10736,ok i am waiting for tuesday ,1,
10737,do you have the fabuloso template,0,
10738,hello i won wl from suave seals how do i claim,0,
10739,whats up,0,
10740,no plans yet mostly rest and relax,0,
10741,hello,0,
10743,woopwoop,-1,
10744,woop woop sir,0,
10745,woop wooop,1,
10746,yo bro can yo do me a favour,0,
10747,  what your plans for this weekend sir,0,
10748,gm fam,0,
10749,yes we got wl winners address through the forms already,0,
10750,i see you ,0,
10751,lfg,0,
10752,hey good morning sir,1,
10753,    ,0,
10754,tnx,0,
10755,yes fam,0,
10756,yup and you dont need to input the addressthe one you have entered in dyni form will work and nft as a token will be airdropped to you,0,
10757,my role is wl,0,
10758,hello,0,
10759,so whats address input on dyno for im confuse with that sorry ah talisman master is wl role right,0,
10761,yo,0,
10762,sir i am active but you not seen,0,
10763,helo mod sir,0,
10765,gn,0,
10766,we got it through the forms you filled up in your server ,0,
10767,alright where do i submit my wallet i cant seem to find it,-1,
10768,y,0,
10769,you got it ,1,
10770,check your role,0,
10771,youll get the wl role talisman master ,0,
10772,thank you brother,1,
10773,gm everyone,0,
10774,nicee lfg,1,
10775,yes you can you have the talisman master role talisman will be airdropped to your wallet thats the wl token to mint,0,
10776,oh ok so i can mint fabulosa right,0,
10777,you are already in the whitelist buddy  ,0,
10778,ayoo can i ask u how i know if eligible for fabulousa mint,0,
10779,  hi ive won a wl spot in neohunters dao,1,
10780,hello everyone,0,
10782,wagmi,0,
10784,wagmi,0,
10785,gmmmm,0,
10787,hi guys,0,
10788,gm,0,
10789,afternoon yall,0,
10790,gm fam,0,
10791,woopwoop ,-1,
10792,gm,0,
10794,always   woopwoop   ,-1,
10796,once a bohemia forever bohemia,0,
10797,yo,0,
10799,gm,0,
10801,woopwoop,-1,
10802,hey bud it doesnt matter which level are you on just focus on helping the community raid the tweets whenever you can also you can take part in twitter giveaways    if they feel you are deserving enough theyll surely give it to you,1,
10803,your last messages were from february the first mint ,0,
10804,your messages since you just joined is  ,0,
10805,just keep it up fam ,1,
10806,already on level  but still no whitelist  ,0,
10807,can t believe so fast eh another week,1,
10808,good friday and weekend for all ahead  ,1,
10809,good morning bohemians   hope yall have a great day ahead   ,1,
10810,hi,0,
10811,good morning guys,1,
10812,from trippin ape,0,
10813,when wl for me,0,
10814,hi,0,
10815,heloo,0,
10817,sir i am a space runner holder so can i get i wl    ,0,
10818,whats up fam,0,
10819,thank bro,1,
10820,hello from primates,0,
10821,check some  regarding chances on how to get wl ,0,
10822,take a look at ,0,
10823,were pretty much wrapped up at this point unless youre in a dao that is raffling them off,0,
10825,woopwoop,-1,
10827,woopwoop,-1,
10828,hi everybody,0,
10829,bro how i can get wl ,0,
10830,yo,0,
10831,gm fam,0,
10832,hey fam,0,
10833,gm,0,
10834,bdw hey from project wl just won giveaway,1,
10835,test,0,
10837,gm,0,
10838,woop woop,0,
10839,how are you,0,
10840,good day guys,1,
10841,have the talisman role,0,
10842,you do fam,0,
10843,welcome everyone,1,
10844,hi,0,
10845,helo sir mod,0,
10846, morning,0,
10847,thanks you can also get by buying one bohemia haha,1,
10848,how i know if im eligible for fabulousa mint,0,
10849,shouldnt i have taliman master  role or something,0,
10850,did i lose my wl,-1,
10851,yo,0,
10852,gm,0,
10853,super fam,1,
10854,nice color fam  ,1,
10855,morning fam,1,
10856,how is it going fam,0,
10857,yo yo,0,
10858,yo fam gm,0,
10859,hii,0,
10860,helo guys,0,
10861,have a great day everyone,1,
10862,gm guys,0,
10863,gm,0,
10864,best up luck all,1,
10865,gm everyone,0,
10867,welcome all,1,
10868,hello guys,0,
10869,yes sir,0,
10870,   ,0,
10871,gn,0,
10872,hii,0,
10873,nice i can see you everywher the projects are you grind a lot for wl,1,
10874,i ammint bohemia long time hold  ,0,
10875,chek sir ,0,
10876,not sleep only work bohemia,0,
10877,usnt ut,0,
10878,cool,1,
10879,yup i know,0,
10880,sickk sneak peaks,-1,
10881,hi,0,
10882,gm,0,
10883,what about you,0,
10884,hello just woke up fam doing some morning chores before starting my day,0,
10885,whats up fam,0,
10886,hi guys,0,
10887,we also have poker tourny for wl ,0,
10888,check some post on  for some chances to get wl,0,
10889,gm today plan,0,
10890,gm all,0,
10891,bohemia mint and long time hold  ,0,
10892, july sir,0,
10893,nice,1,
10894,when whitelist,0,
10896,hello  ,0,
10897,woopwoop,-1,
10899,you a professional grinder,0,
10900,have some sleep fam,0,
10901,full excited for it,1,
10902,poker tonight,0,
10903,go to moon bohemia,0,
10904,you seen i  hink,0,
10905,thank you,1,
10906, ,0,
10907,bohemia,0,
10908,  bohemia  ,0,
